dbn,category,open_year,borough,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,poverty_rate,total_schooldays,presence_rate,absense_rate,release_rate,total_cohort,graduation_rate,dropout_rate,overview,address,website,activities,sports,postcode,lat,lon,diversity_index,number_of_activities,number_of_sports,student_trust_score,crime_rate,avg_rent_per_sqft,rent_level
11X508,High school,2011,Bronx,Bronxdale,X,11,Bronxdale High School,2018,459,46.4,53.6,5.0,28.300000000000004,57.10000000000001,1.3,8.3,22.9,6.800000000000002,78.9,167.0,85.27,14.73,0.0,488.0,83.4,10.25,"Our school fosters a realistic, relevant, and hands-on educational experience for students. We use collaborative approaches that benefit students by teaching them skills they will need beyond high school, such as the ability to work in teams, solve multi-faceted problems, and apply what they learn in various settings. Our class sizes are approximately 22 students per academic course, and core courses are 90 minutes long on alternating days. We have planned an extended school day to provide structured time, individual attention, and other supports students may need to succeed. Bronxdale High School helps each child develop the critical-thinking skills and habits of work necessary for post-secondary success.",925 Astor Avenue,bronxdalehs.org,Not specified,Boys Wrestling,10469,40.860443,-73.860729,58.4312,0,1,8.8,62.53312993793837,20.49,2.0
11X509,High school,2011,Bronx,Bronxdale,X,11,High School of Language and Innovation,2018,379,43.5,56.49999999999999,19.5,6.1,53.79999999999999,1.6,19.0,4.2,80.2,98.9,167.0,89.92,9.81,0.0,419.0,77.09,16.71,"The High School of Language and Innovation seeks students who value a diverse community and enjoy working in teams. We prepare newcomer immigrants for college and careers in the United States. Math and English courses include small group instruction to help all students develop strong skills and prepare for college. Our school also offers rigorous STEM courses including Computer Science, Chemistry, and Environmental Science. Staff works closely with students to provide a personalized and supportive learning environment.",925 Astor Avenue,languageandinnovation.org,"Bangladeshi Student Association, Chess Club, College Trips, Community Service Club, Culinary Arts, Graphic Design, Guitar, Hip-Hop, Internships, Latin Dance, Korean Club, Photography, SAT Prep, Student Government, Visual Arts, Tae Kwon Do, Weight Training, Yearbook",Not specified,10469,40.860443,-73.860729,63.245400000000004,18,0,7.039999999999999,62.53312993793837,20.49,2.0
11X513,High school,2004,Bronx,Williamsbridge-Olinville,X,11,New World High School,2018,381,51.7,48.3,9.2,12.1,66.9,2.1,9.7,5.8,68.8,96.1,167.0,89.97,10.03,0.0,376.0,90.96,4.79,Our school focuses on the language acquisition needs of all students in all subjects. We engage all students in acquiring and developing the skills necessary for success by integrating English as a New Language (ENL) and technology into all content areas of instruction. Our classes are small and our academic program is challenging. We expect our students to transition out of the ENL program and graduate in four years. Students share their native cultures and languages and learn to become active citizens in their new country and use the English language. Our staff works closely with students to ensure progress throughout the high school years and into higher education and the world of work.,921 East 228th Street,newworldhighschool.com,Not specified,"Baseball, Basketball, Lacrosse, Rugby, Soccer, Softball, Table Tennis, Volleyball, Weight Training, Track",10466,40.888242,-73.852714,51.94839999999999,0,10,7.4399999999999995,62.53312993793837,17.5825,1.0
11X514,High school,2004,Bronx,Williamsbridge-Olinville,X,11,The Bronxwood Preparatory Academy,2018,360,52.5,47.5,3.9,63.3,25.8,3.3000000000000003,3.6000000000000005,21.9,9.7,70.6,167.0,90.63,9.09,0.0,502.0,68.13,16.93,,921 East 228th Street,schools.nyc.gov/SchoolPortals/11/X514,Not specified,Additional teams will be added.,10466,40.888242,-73.852714,52.88409999999999,0,1,5.300000000000001,62.53312993793837,17.5825,1.0
11X542,High school,2003,Bronx,Bronxdale,X,11,Pelham Preparatory Academy,2018,511,47.2,52.8,7.400000000000001,25.4,55.00000000000001,1.8000000000000005,10.4,24.5,6.1,72.8,167.0,88.74,11.26,0.0,613.0,91.03,4.24,"High School With A College View celebrating 15 years of academic excellence. High expectations for achievement, positive self-esteem, and strong values enable our students to progress towards adulthood and effective community participation. Our school is committed to a challenging academic program. Our classes are small and the teachers and staff work closely with students and families. Our partner, the University of Vermont, begins working with ninth graders and the relationship continues through graduation.",925 Astor Avenue,pelhamprepacademy.org,"Art, ASPIRA, Beginner's Band, CFES Leadership Class, The Challenge (Academic Competition), Chess, Computer, Dance, Drama, Drama Workshop, Gaming Club, Introduction to Computers, National Honor Society (NHS), Panther Press Journalism, Peer Tutoring, Pep & Latin Jazz Band, Poetry, SAT Preparation, Spanish Honor Society, Student Council, Student Union, Web Design","Cheerleading, Step and Dance Teams",10469,40.860443,-73.860729,61.636799999999994,22,2,7.18,62.53312993793837,20.49,2.0
11X544,High school,2003,Bronx,Williamsbridge-Olinville,X,11,High School for Contemporary Arts,2018,395,54.2,45.8,1.8000000000000005,39.2,54.2,1.3,3.5000000000000004,24.8,17.2,79.0,167.0,85.87,13.87,0.27,623.0,77.37,11.24,"We are a collaborative learning community that combines a challenging curriculum consisting of humanities, science, and math with an intensive arts training program. We use state-of-the-art media technology. The Arts studios bring together study in the traditional arts (dance, theater, fine arts, and music) with contemporary arts (film, video/sound production, multimedia graphic design, and animation). Through our partnerships our students gain special residencies both within and outside the school. Our students have the opportunity to participate in special programs, performances, exhibitions, mentorships, and internships. The entire school is actively involved in the process of building a democratic, self-governing community.",800 East Gun Hill Road,schools.nyc.gov/SchoolPortals/11/X544,"Anime, Computer Coding Club, Dance, Journalism, Student Leadership Council, Video/Drama, Website Development, Yearbook",Not specified,10467,40.875172,-73.861649,55.08539999999999,8,0,8.12,62.53312993793837,18.64148148148148,1.0
11X545,High school,2003,Bronx,Williamsbridge-Olinville,X,11,Bronx Aerospace High School,2018,322,25.2,74.8,5.3,37.6,52.8,2.2,2.2,26.4,18.0,78.3,167.0,75.5,23.51,0.99,438.0,69.18,23.06,"Bronx Aerospace High School (BAHS) is a college preparatory school. All students must wear a uniform. BAHS teaches the necessary skills to not only be accepted into a four-year university, but to successfully earn a college degree. Students have access to SAT prep, literacy building, and AP Courses. Qualified students enroll in our Aviation program. These students attend Vaughn College to learn the principles of the aerodynamics behind flying aircrafts. Students will work towards passing the FAA Written Exam and graduate having logged flight hours. Students in this program will learn and practice using the FMX Redbird Simulator. This program is designed for those interested in the engineering field of aviation or becoming pilots.",800 East Gun Hill Road,schools.nyc.gov/SchoolPortals/11/X545,Not specified,"Basketball, Soccer, Volleyball",10467,40.875172,-73.861649,57.6063,0,3,6.16,62.53312993793837,18.64148148148148,1.0
12X242,Secondary School,2005,Bronx,West Farms-Bronx River,X,12,Mott Hall V,2018,672,50.3,49.7,2.5,16.2,78.6,1.8000000000000005,0.9000000000000001,30.2,14.7,88.2,179.0,87.26,8.55,4.2,459.0,89.98,3.27,"Mott Hall V is a science-, math-, and technology-based school dedicated to the academic and personal development of students who will become tomorrow's leaders. Students are challenged to question, anticipate, solve problems, assume personal responsibility, and emerge as enthusiastic, lifelong learners. We provide a structured environment for grades 6-12 that includes a nurturing staff, a strong sense of family and community, and substantial support for students' academic and personal growth.",1551 East 172nd Street,MottHallV.org,"Our annual activities fair determines extracurricular activities. Current offerings include the following clubs: Big Buddies & MOST Club, Community Service, Dance & Step Team, JSA Debate Team",Intramural Sports,10472,40.832508,-73.878191,35.49300000000001,4,1,6.58,36.83882407234983,15.55,1.0
12X248,High school,2005,Bronx,Longwood,X,12,"Metropolitan High School, The",2018,356,42.1,57.9,1.1,23.9,72.2,1.1,1.7000000000000002,30.1,22.5,93.8,167.0,77.55,22.16,0.0,460.0,54.57,20.43,"Metropolitan High School is a small learning community with the goal of preparing citizens for the future. Our team of dedicated teachers and staff are committed to creating a safe and nurturing environment where every student participates in engaging and invigorating instruction. We have a strict discipline code, a school uniform, community partnerships, and supportive staff to create a safe learning culture where all students can graduate with confidence knowing they can be successful beyond high school.",1180 Rev. J.A. Polite Avenue,schools.nyc.gov/SchoolPortals/12/X248,Not specified,"Co-Ed and Boys Soccer, Football, New Small Schools Athletic League Baseball Champions for 2011-2012, Young Runners Track, Yoga",10459,40.827539,-73.896925,42.1064,0,5,3.26,36.83882407234983,14.655833333333334,1.0
12X251,High school,2005,Bronx,Crotona Park East,X,12,Explorations Academy H.S.,2018,326,43.3,56.7,1.5,27.9,69.0,0.9000000000000001,0.6,26.4,21.8,87.1,167.0,81.85,17.83,0.0,454.0,70.48,15.42,"As a Computer Science and Technology major, computer courses will be a key part of your studies. Students with a four-year educational experience will develop skills that are needed in high demand 21st century careers. In ninth grade you will take Principal Information Technology and Computer Systems. In 10th grade you will take Digital Media and Introduction to Programming. In 11th grade you will take Computer Applications and Animation, Game Design, and Internship. In 12th grade you will take Web Design and Multimedia, Business, internship, Advanced Computer Science and Advanced Placement Computer Science, Graphic Design, Computer Systems and Programming, and Database Design and Development.",1619 Boston Road,explorationsnyc.us,"Career Exploration, College and Field Trips, Computer Science, Health Fair, Playwriting, Poetry Club, National Honor Society, Service Learning Program, Step Dance","Basketball, Softball, Soccer, Volleyball",10460,40.836245,-73.890591,44.571700000000014,9,4,6.9,36.83882407234983,14.833125,1.0
